date,temperature_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
1950-12-20 00:00:00+00:00,-0.911311,0.09164634,0.38104054
1950-12-21 00:00:00+00:00,4.432083,7.3303595,0.39192992
1950-12-22 00:00:00+00:00,6.5754766,0.3664504,0.40181944
1950-12-23 00:00:00+00:00,5.618871,0.45797855,0.3947089
1950-12-24 00:00:00+00:00,5.4622645,7.2347255,0.39559835
1950-12-25 00:00:00+00:00,4.7056584,5.6768346,0.40348777
1950-12-26 00:00:00+00:00,4.749053,0.0,0.39337724
1950-12-27 00:00:00+00:00,5.0924463,0.45763955,0.38926673
1950-12-28 00:00:00+00:00,6.1858406,8.602025,0.40115616
1950-12-29 00:00:00+00:00,5.879234,0.45746934,0.4050456
1950-12-30 00:00:00+00:00,4.7226286,0.09147682,0.39193508
1950-12-31 00:00:00+00:00,5.4660225,2.7437925,0.3928245
1951-01-01 00:00:00+00:00,5.859416,3.2919354,0.40271398
1951-01-02 00:00:00+00:00,7.907239,8.58689,0.4026049
1951-01-03 00:00:00+00:00,8.206537,0.18246351,0.39549622
1951-01-04 00:00:00+00:00,7.7558355,0.09111344,0.38838756
1951-01-05 00:00:00+00:00,6.455134,2.456863,0.39227888
1951-01-06 00:00:00+00:00,5.354432,0.18175244,0.38817027
1951-01-07 00:00:00+00:00,5.7537303,0.27227202,0.3820616
1951-01-08 00:00:00+00:00,3.9530287,3.6255307,0.39395294
1951-01-09 00:00:00+00:00,3.452327,6.879444,0.39284426
1951-01-10 00:00:00+00:00,3.3516254,1.6271917,0.3997356
1951-01-11 00:00:00+00:00,0.90092367,0.1805598,0.39062694
1951-01-12 00:00:00+00:00,2.100222,0.09016007,0.3845183
1951-01-13 00:00:00+00:00,-0.20047966,0.09004004,0.38040963
1951-01-14 00:00:00+00:00,0.04881843,0.089919835,0.377301
1951-01-15 00:00:00+00:00,-2.301883,0.08979943,0.37419236
1951-01-16 00:00:00+00:00,0.2474154,0.26903647,0.37108368
1951-01-17 00:00:00+00:00,2.8467135,5.5525985,0.38297504
1951-01-18 00:00:00+00:00,4.9460115,0.53662235,0.3898664
1951-01-19 00:00:00+00:00,3.6453106,9.735431,0.38975772
1951-01-20 00:00:00+00:00,10.744609,1.4271121,0.40664905
1951-01-21 00:00:00+00:00,9.743907,2.3158965,0.39554042
1951-01-22 00:00:00+00:00,9.293205,0.0,0.39643174
1951-01-23 00:00:00+00:00,8.792503,0.7106339,0.3883231
1951-01-24 00:00:00+00:00,11.441802,0.17741418,0.38421443
1951-01-25 00:00:00+00:00,12.3411,0.4429237,0.38010582
1951-01-26 00:00:00+00:00,9.990398,3.980799,0.38799715
1951-01-27 00:00:00+00:00,8.689697,1.148413,0.39288852
1951-01-28 00:00:00+00:00,3.9889948,0.79394865,0.38777983
1951-01-29 00:00:00+00:00,1.2382935,0.0,0.3806712
1951-01-30 00:00:00+00:00,5.9875913,4.6624126,0.38456252
1951-01-31 00:00:00+00:00,4.6868896,0.26353955,0.39045388
1951-02-01 00:00:00+00:00,0.18618825,0.87722784,0.38334522
1951-02-02 00:00:00+00:00,-2.2145135,0.08759885,0.37923658
1951-02-03 00:00:00+00:00,0.6347849,0.0,0.37512794
1951-02-04 00:00:00+00:00,0.9840835,11.879654,0.38801923
1951-02-05 00:00:00+00:00,-0.7666189,2.4423237,0.39291063
1951-02-06 00:00:00+00:00,4.13268,1.5678201,0.39980194
1951-02-07 00:00:00+00:00,9.681978,2.6962616,0.4106933
1951-02-08 00:00:00+00:00,6.081276,3.2134883,0.40058464
1951-02-09 00:00:00+00:00,4.330575,1.2141597,0.397476
1951-02-10 00:00:00+00:00,3.329873,0.08660015,0.3903673
1951-02-11 00:00:00+00:00,2.0791717,0.0,0.38325867
1951-02-12 00:00:00+00:00,0.5284701,0.0,0.37715
1951-02-13 00:00:00+00:00,3.7277682,0.0,0.3730414
